id,content,metadata,embedding
to demonstrate viable operability of the proposed Generating Facility or ETU and provide some
indication of the system conditions for which the Generating Facilities or ETU’s operation may be
restricted. The conditions to be considered in these studies shall be coordinated through the ISO.
Examples of studies that may be expected include, but are not limited to:

   - Examination of the operation of the proposed transmission or generating facilities over
expected or suspected constrained conditions with examination of the limiting performance
concern (for example thermal, voltage or stability issues). Hour-to-hour operability or
performance over longer periods may be considered. Light, intermediate or peak load levels
may be considered. Any increased need for operational oversight of the system, such as


-----

resource operating restrictions, atypical switching or the creation of additional procedures
under outage conditions shall be noted.

   - Determination if the system adjustments required to reliably serve the area of interest within
30 minutes following the first contingency change significantly, or are no longer effective,
given the proposed change.

(Note: Extensive operating studies, separate from the Interconnection Studies, may be necessary prior
to actual operation.)

**10.0** **Additional Considerations for Generating Facilities that include Storage**

The study of the discharging (i.e. generating) operating condition of a proposed electrical storage facility
shall use the study approaches described in this procedure. The study of the charging (i.e. absorbing)
operating condition of a proposed electrical storage project shall use the study approaches described in
this procedure except that it will not be studied under any of the Peak Load scenarios listed in section
3.6.


-----

**Document History[30]**

**Rev. No.** **Date** **Reason**

Rev 0 RTPC – 4/13/99

Rev 1 RC – 2/13/01; PC 3/2/01

Rev 2 Effective 2/1/05 Addition of overlapping impact language to PP to conform
with recently approved updates to the ISO Tariff

Rev 3 RC 5/19/09; NPC 6/5/09;
ISO-NE 7/7/09

Rev 4 RC 7/19/10; NPC 8/6/10; Administrative document changes to conform to Tariff
ISO-NE 8/10/10 terminology and to add back miscellaneous footnotes that

were lost in prior versions.

Rev 5 RC 8/12/14; NPC Additions made to describe load level modeling.
9/12/14; ISO-NE 9/15/14

Rev 6 RC 07/14/2015 Additions made to address Elective Transmission Upgrades
NPC 08/07/2015 and add clarifications. Format updated to be consistent with

Operating Procedures

Rev 7 RC 06/09/16 Additions made to conform with Interconnection Process
NPC 06/21/16 Improvements filing (February 18, 2016)

Rev 8 RC 02/13/2018 Additions to: (i) clarify alignment with other planning
NPC 03/02/2018 procedures, (ii) clarify certain provisions, (iii) clarify

compliance with NERC standards, and (iv) clarify certain
requirements for inverter-based generators.

Rev 9 RC 12/18/2020 Correcting the title of PP5-1 in the References section.
NPC 02/06/2020

Rev 10 RC 03/17/2020 Update to loss-of-source interconnection design requirement
NPC 04/02/2020 in Appendix A.

Rev 11 RC 04/27/2022 Additional guidance for Distributed Energy Resources
NPC 05/05/2022

Rev 12 RC 02/22/2023 Aligning generator outputs for steady-state and stability
NPC 04/06/2023 analyses

Rev 13 RC 12/19/2023 Update to study scenarios
NPC 02/01/2024 Addition of new appendix for IEEE 2800 adoption

Updated EMT model requirements

30 This Document History documents action taken on the equivalent NEPOOL Procedure prior to the RTO
Operations Date as well as revisions to the ISO New England Procedure subsequent to the RTO Operations Date.

|Rev. No.|Date|Reason|
|---|---|---|
|Rev 0|RTPC – 4/13/99||
|Rev 1|RC – 2/13/01; PC 3/2/01||
|Rev 2|Effective 2/1/05|Addition of overlapping impact language to PP to conform with recently approved updates to the ISO Tariff|
|Rev 3|RC 5/19/09; NPC 6/5/09; ISO-NE 7/7/09||
|Rev 4|RC 7/19/10; NPC 8/6/10; ISO-NE 8/10/10|Administrative document changes to conform to Tariff terminology and to add back miscellaneous footnotes that were lost in prior versions.|
|Rev 5|RC 8/12/14; NPC 9/12/14; ISO-NE 9/15/14|Additions made to describe load level modeling.|
|Rev 6|RC 07/14/2015 NPC 08/07/2015|Additions made to address Elective Transmission Upgrades and add clarifications. Format updated to be consistent with Operating Procedures|
|Rev 7|RC 06/09/16 NPC 06/21/16|Additions made to conform with Interconnection Process Improvements filing (February 18, 2016)|
|Rev 8|RC 02/13/2018 NPC 03/02/2018|Additions to: (i) clarify alignment with other planning procedures, (ii) clarify certain provisions, (iii) clarify compliance with NERC standards, and (iv) clarify certain requirements for inverter-based generators.|
|Rev 9|RC 12/18/2020 NPC 02/06/2020|Correcting the title of PP5-1 in the References section.|
|Rev 10|RC 03/17/2020 NPC 04/02/2020|Update to loss-of-source interconnection design requirement in Appendix A.|
|Rev 11|RC 04/27/2022 NPC 05/05/2022|Additional guidance for Distributed Energy Resources|
|Rev 12|RC 02/22/2023 NPC 04/06/2023|Aligning generator outputs for steady-state and stability analyses|
|Rev 13|RC 12/19/2023 NPC 02/01/2024|Update to study scenarios Addition of new appendix for IEEE 2800 adoption Updated EMT model requirements|


-----

-----

**Appendix A – General Transmission System Design Requirements for the Interconnection of New**
**Generating Facilities and ETUs to the Administered Transmission System**

All electrical facilities must be designed, built and operated in accordance with applicable NERC, NPCC,
ISO New England (including Planning Procedure 9) and the Interconnecting Transmission Owners’
standards, guidelines, criteria, or the equivalent. This document describes only the general transmission
system design requirements for new Generating Facilities and ETUs to interconnect to the Pool
Transmission Facilities (PTF). Additional technical and design requirements related to resource
interconnection and operation may also apply.

**Point of Interconnection**
The following shall be applied to the design of a new Generating Facility (resource) or ETU
interconnection:

1. All new Generating Facilities or ETUs shall be connected to the system at a new or existing
station on the existing Administered Transmission System.

2. The station shall be designed to provide independent switching of each Generating Facility or
ETU interconnection to the system and each transmission line terminating in the station. The
intent is to design the interconnection in a manner that does not adversely affect the ability to
maintain major components of the transmission system.

3. A ring bus or breaker-and-a-half connection shall be used at the point of Generating Facility or
ETU interconnection with the transmission system. Transmission system needs and use may
require a breaker-and-a-half arrangement. Alternative interconnection designs to Non-PTF
facilities shall be considered where appropriate. Additionally, two circuit breakers placed in
series may be required to mitigate the consequences of a stuck breaker that would otherwise
result in an unacceptable system performance.

4. Transmission system circuit breakers shall not be used for synchronization of new Generating
Facilities.

**Interconnection Design – Loss-of-Source**
The interconnection shall be designed such that, with all lines initially in service, there is no normal
design contingency or common mode transmission system, station, or internal plant failure which could
result in a net loss of more than 1,200 MW of resources, except in the case of an increase of no more
than 2% above the maximum capability, in place at the time of the original incorporation of this
provision into PP5-6 in June 2016, of an existing facility that already corresponded to a loss of more than
1,200 MW of resource for a normal design contingency.

**Out of Step Protection**
Each PTF connected synchronous generating resource shall be required to have out-of-step protection
installed. This protection shall detect an out-of-step condition and trip the Generating Facility to protect
the transmission system against adverse impact associated with the Generating Facility losing
synchronism with the system. Additionally, the Transmission Owner and/or the ISO may require that
supplementary supervisory detection be used in conjunction with the out-of-step protection when
necessary to prevent unnecessary and undesirable out-of-step protection operation.


-----

**Transmission Circuit Breakers**
All new 345 kV and, where identified as necessary, 230 kV and 115 kV, circuit breakers must meet the
requirements of Planning Procedure 9.


-----

**Appendix B – Requirements of PSS/E Models**

All power flow and dynamic models must be made available for use in the version of PSS/E that is in use
by ISO New England and must accurately model all of the relevant control modes and characteristics of
the equipment, such as:

  - All available voltage/reactive power control modes

  - Frequency/governor response control modes (which may be provided by a park controller)

  - Low voltage ride through characteristics, if applicable

  - Low frequency ride-through characteristics, if applicable

  - Park controller or group supervisory functionality (e.g. for a wind farm)

  - Appropriate aggregate modeling capability (e.g. for a wind farm)

  - Charging or pumping mode, if applicable (e.g., for a battery energy storage device or pumped
storage hydro Generating Facility)

**Standard Dynamics Models**
For all Interconnection Studies all models must be standard library models in PSS/E or applicable
applications. Where applicable, the most up-to-date revision of the models must be used. User-written
models will not be accepted.

**User-Written Dynamics Models**
A user written model is any model that is not a standard Siemens PSS/E library model. For all
Interconnection Studies commencing before January 1, 2017, when no compatible PSS/E standard
dynamics model(s) can be used to represent the dynamics of a device, accurate and appropriate user
written models can be used, if accepted by ISO New England after testing.

User-written models for the dynamic equipment and associated data can be in either dynamic model
source code (.lib) or dynamic model object code (.obj) or dynamic linked library (dll):

  - User-written source code, object code, and parameters shall be updated for the latest PSS/E
version in use and specified by ISO New England:

a. Dynamics models related to individual units shall be editable in the PSS/E graphic user
interface. All model parameters (CONS, ICONS, and VARS) shall be accessible and shall
match the description in the model’s accompanying documentation. Certain CONEC or
CONET models may be acceptable.

b. Dynamics models shall have all their data reportable in the “DOCU” listing of dynamics
model data, including the range of CONS, ICONS, and VARS numbers. Models that apply
to multiple elements (e.g., park controllers) shall also be fully formatted and reportable
in DOCU.

c. Dynamics models shall be capable of correctly initializing and run through the simulation
throughout the range of expected steady state starting conditions without additional
manual adjustments.

d. Dynamics models shall be capable of allowing its accompanying element or elements to
be switched out-of-service (including when the bus is disconnected) in the steady-state
network without additional steps and without errors. Documentation of any special
requirements for this condition shall be clearly defined in the model documentation.

e. Dynamics models shall be capable of allowing all documented (in the model
documentation) modes of operation without error.


-----

f. A park controller model to control more than one generator (e.g., in a wind farm or
photovoltaic park) shall be able to accurately control multiple equivalent generators.
The relative reactive output of each generator shall be correctly representative of its
representation of number of units and impedance data. The park controller shall be
able to regulate a minimum of eight equivalent generator units.

g. Dynamic models shall be coded in such way that any internal changes of model variables
or parameters incurred in one simulation run shall not be automatically passed on to
the same models in subsequent simulation runs given both load-flow file and snapshot
file are restored in the same PSS/E application.

  - Models requiring allocation of bus numbers shall be compatible with the New England bus
numbering system, and shall allow the user to determine the allocation of the bus numbers.

  - Models shall initialize correctly and be capable of successful “flat start” and “ring down” testing
using the following guideline (models shall be capable of meeting these requirements when
operating at full rated (nameplate) power, and also at partial power within the physical
operating range of the equipment, across a range of feasible reactive power output conditions
and terminal voltages):

a. 20 Second No-Fault Simulation (a/k/a “flat start”): This test consists of a 20 second
simulation with no disturbance applied. The test will be considered to be passed if the
following criteria are met:

i. No generator MW change of 0.1 MW or more

ii. No generation MVAR change of 0.1 MVAR or more

iii. No line flow changes of 0.3 MW or more

iv. No line flow changes of 0.3 MVAR or more

v. No voltage change of 0.0001 p.u. or more

b. 60 Second Disturbance Simulation (a/k/a “ring down”): This test consists of the
application of a 3-phase fault for a few cycles at a key transmission bus, followed by
removal of the fault without any lines being tripped. The simulation is run for 60
seconds to allow the dynamics to settle and will be considered to be passed if the
following criteria are met:

i. No generator MW change of 1 MW or more from pre-fault to steady-state postfault conditions

ii. No generator MVAR change of 1 MVAR or more, except for exciters with dead
band control (typically IEEE Type 4) from pre-fault to steady-state post-fault
conditions

iii. No voltage change of 0.0001 p.u. or more, except in vicinity of exciters with
dead band control from pre-fault to steady-state post-fault conditions

iv. No undamped oscillations related to the addition of the new user-written model

User-written model(s) shall be accompanied by the following documentation:

  - A user’s guide for each model

  - Appropriate procedures and considerations for using the model in dynamic simulations

  - Technical description of characteristics of the model

  - Block diagram for the model, including overall modular structure and block diagrams of any submodules

  - Values, names and detailed explanation for all model parameters

  - Text form of the model parameter values (PSSE dyr file format)

  - List of all state variables, including expected ranges of values for each variable


-----

**Appendix C – Requirements of PSCAD Models**

**1.0** **EMT model requirement**

As the penetration of inverter-based resources (IBR) and distributed energy resources (DER) continues
to grow, EMT models are required to support current and future study efforts which are required to
maintain a reliable power system. Models are required for one or more of the following reasons. Other
specialty studies may also be performed from time to time.

   - Integration of IBR into low system strength networks

   - Sub-synchronous control interactions (plant-to-grid)

   - IBR controls interactions (plant-to-plant and within the plant)

   - IBR controls stability (large and small disturbance)

   - IBR frequency and voltage ride-through capability and performance

   - IBR short-circuit current analysis

   - Power quality studies (e.g., harmonics, rapid voltage change)

   - Black start and system restoration studies

   - Benchmarking and verifying RMS positive sequence dynamic models

**2.0** **EMT Model Requirements**

As mentioned above, specific model requirements for a EMT study depend on the type of study being
done. A study with a scope covering weak system interconnection, ride-through, voltage control and
event response, and islanding performance (for example) would require a model which must meet the
requirements stated in Appendix C-1, and unless specified otherwise, this type of model is what is
required.

**3.0** **Model Submission Report Requirements**

Studies utilizing electromagnetic transient tools such as PSCAD rely heavily on model accuracy and
quality to be conducted in a timely manner. Failures in model quality control or insufficient care in
preparing site specific models can (and often does) result in long study delays. In order to allow ISO
New England planning studies which may involve electromagnetic transient analysis to be conducted


-----

efficiently and accurately, PSCAD model submissions are required to be delivered along with a basic
model submission report, outlined as follows:

**3.1** **Section 1: Statement of model compliance**

In this section, a statement of model compliance is required which affirms conformance with the model
requirements in Appendix C-1.

**3.2** **Section 2: Plant and Model Overview**

In this section, details of what the plant consists of and how it connects to the ISO-NE system must be
provided. This includes:

    - A single-line diagram of the plant up to the POI

    - Details of the POI (e.g. existing or new substation, voltage level, distance from the closest
existing terminal stations on either side) including any other relevant configuration
information

    - In tabular format, details of the planned (or installed) inverter capability, generator step-up
transformer (GSU), collector network, main power transformer (MPT), [31] gen-tie line, static
and dynamic reactive devices (if any)

**3.3** **Section 3: Instructions for model use**

In this section, a list of instructions for model use shall be included. This list shall include (at least):

    - Directions for compiling and running the model

    - Any special requirements for the model (e.g. simulation time-step, run-time settings, etc)

    - Instructions on directory path settings if applicable, including a list of libraries, object files,
or other files which may be required to run the model.

**3.4** **Section 4: List of plant-specific settings and description of control scheme**

In this section, any control parameters which are specific to an individual plant must be stated. These
parameters may include (among others):

    - Ride-through thresholds and parameters

    - Active power ramp rates following faults

    - Plant-level voltage controller gains and time constants

    - Interface parameters with non-turbine plant devices such as STATCOMs, if applicable

    - Description of the planned (or installed) control schemes (such voltage, frequency, reactive
power and/or power factor, runback etc.). The description should include:
`o` The target of the control scheme
`o` Overview of how it achieves its intended result
`o` Parameters which directly impacts the performance, trigger levels, deadband etc.
`o` Limitations of the control scheme

Where applicable, these parameters shall be matching with PSSE model settings, which studies are
usually performed ahead of or in parallel to PSCAD studies.

**3.5** **Section 5: Basic performance testing at approximate connection location**

In this section, a brief demonstration of model performance is required based on the location in the
ISONE network where the plant will be connecting (POI).

**Create Network Model**


-----

Using a provided PSSE network as a reference, [32] a small passive PSCAD model shall be built surrounding
the POI which represents the correct short circuit MVA under system intact, fault, and under line outage
conditions. As noted above, the presence of nearby devices can degrade performance, and this shall be
born in mind, although detailed studies will follow (in other words, performance in simplified models
may be better than performance when nearby devices are included, and design margin may be
desirable). A short description of the SCMVA values resulting from the fault conditions considered shall
be provided.

**Apply Faults**
Basic fault and contingency performance shall be tested to show plant recovery and stability under
these approximated network conditions. Plant shall be capable of riding through faults with acceptable
oscillations, and maintaining stable and accurate terminal voltage control. A set of representative plots
shall be provided to demonstrate performance [33].

**Important Note**
These basic tests are requested to provide basic quality control and site-specific testing of the plant
model. More detailed studies are required to analyze the phenomena described above, and the results
of these studies may indicate problems which are not evident in these basic tests. For example,
interactions with nearby devices will be impossible to test in a simple model without detailed models of
the nearby devices available. Other issues may be found as more detailed system models and network
conditions are tested.

**3.5.1** **Detailed Instructions for the conduct of benchmarking analysis to confirm acceptable**
**performance of the PSS/E model in comparison to the PSCAD model**

**PSS/E Simulation**

1. The project shall be modeled at full output per the project’s Interconnection Request.
2. Sufficient data channels shall be included in the snapshot file for reporting purposes. Example
channel data would include bus voltages within the project and around the project’s POI, line
and transformer flows (both real and reactive), and LVRT status signal. Channel selection shall
enable PSCAD modeling results to be directly compared against the PSS/E results.

3. Two fault simulations, each using a 6 cycle clearing time, at a bus close to the point of
interconnection, for both pre-project (without the project modeled in-service) and post-project
(with the project modeled in-service) :

a. With all lines in service
b. With one line close to the point of interconnection out of service.

31 For the purpose of this document, the MPT is the power transformer that steps up voltage from the collection
system voltage to the nominal transmission/interconnecting system voltage for dispersed power producing
resources.
32 Reference cases can be found at the following location on the ISO-NE website: http://www.iso-ne.com/systemplanning/transmission-planning/ferc-form-no-715-reports
33 Note: It will be possible for manufacturers to re-use basic model performance testing across multiple locations,
provided:

   - The site-specific model parameters are identical

   - The SCMVA levels (for N-0 and N-1 conditions) used for the testing are the same or lower than those at
the POI

   - The inverter control topology and mechanical performance is expected to be identical


-----

4. Plot scales shall be set appropriately for the reviewers to discern the entirety of the plotted
signals, without clipping. Multiple signals may be plotted together in the same plot, as long as
the signals are discernible from one another—otherwise, some of those signals should be
separated out into multiple plot diagrams.

**PSCAD Simulation**

1. PSCAD simulation shall be performed under as similar conditions as possible to the PSS/E
simulations discussed above, for the best possible comparison.

2. The Project and its associated auxiliary equipment shall be modeled with comparable
parameters between the PSS/E and PSCAD modeling, with each model’s parameters detailed in
the summary report.

3. The PSCAD transmission system case model shall be created from the PSS/E case model, with
sufficient buses included after forming the system equivalent to allow simulation of the line
outage and fault conditions modeled in the PSS/E simulations discussed above.

4. Steady-state line outage scenarios shall be created similar to those in the PSS/E simulation. For
each scenario, a short description of the SCMVA values resulting from the fault conditions
considered shall be provided.

5. The PSCAD model shall initialize properly and that the same power flow and voltage conditions
shall be observed between the PSCAD and PSS/E models.

6. Output channels shall be set up to capture similar data to that of the PSS/E simulations
7. Fault simulations using the same modeling as those for PSS/E shall be run
8. Comparison plot sets modeling the same data channels from PSS/E and PSCAD shall be
developed.

**Evaluation of Results**

1. Comparison plots shall show similar results between PSS/E and PSCAD. If any significant
differences are shown between the traces, sufficient explanation shall be included about why
these differences should be considered acceptable.

**Report**

1. Statement of Model Compliance—a statement of model compliance is required which affirms
basic conformance with the PSCAD model requirements

2. List of Plant-Specific Settings—data shall be included for both PSCAD and PSS/E models. Any
control parameters which are specific to the plant must be stated. Where applicable, these
parameters shall be matching with PSS/E model settings. These parameters may include (among
others):

a. Ride-through thresholds and parameters (e.g., undervoltage thresholds or fault-Q
contribution limits)

b. Active power ramp rates following faults
c. Plant-level voltage controller gains and time constants
d. Interface parameters with non-turbine plant devices such as STATCOMs

3. Results Documentation—Plots and related discussion regarding acceptability

a. PSS/E

i. Initialization Results

ii. Flat Run (No Disturbance)

iii. Fault simulation results

b. PSCAD

i. Initialization Results


-----

ii. Power flow and voltage matching to PSS/E

iii. Fault simulation plots comparison to PSS/E

c. PSS/E steady-state raw data (.RAW) data file and dynamics data (.DYR) file, in the latest
version of PSS/E in use by ISO-NE, shall be included in the report. These files shall be
ready to be incorporated into the base case and snapshot without further modifications.
These files shall be also fully-compatible with the PSS/E model(s) designated (and if
user-defined, provided to ISO New England) for the Project.


-----

**Appendix D – Detailed Considerations for the Study of an Inverter Based Generating Facility**

**Typical Order of Study for an Inverter Based Generating Facility**

1. Short Circuit Ratio calculation
2. Review of PSS/E-PSCAD benchmarking
3. PSCAD analysis of performance if Short Circuit Ratio is low
4. Review of performance of PSS/E model
5. Collector system/GSU tap setting/voltage control strategy calculation
6. Steady state reactive margin analysis
7. Initial dynamic fault testing
8. Full steady state testing to meet the requirements of this Planning Procedure
9. Full dynamic testing to meet the requirements of this Planning Procedure

**Use of Aggregate Models for Collector-Based Generating Facilities**
For the steady-state portion of the System Impact Study, including the detailed collector system analysis
described below, a fully explicit model of the collector system, including all branch connections and
step-up transformers shall be used.

For the stability portion of the System Impact Study, an equivalent model shall be used for each major
feeder branch of the Generating Facility. The following figure provides a representation of the
appropriate equivalent to be used.

**Collector system/GSU tap setting/voltage control strategy calculation**
A detailed evaluation using a fully explicitly modeled collector-based Generating Facility allows for
analysis of voltage control strategies by showing the real and reactive power flow and losses across
every element of the facility. Being able to monitor the terminal voltage at each individual generating
unit makes it possible to ensure each unit remains within a reasonable voltage range to avoid tripping.
All collector branches, junctions, individual high and low voltage busses (including the GSUs and
generating units) shall be modeled using the configuration, network impedances, generating unit
reactive capabilities and facility ratings for the project.


-----

  - The following voltage regulation modes should be reviewed as appropriate:

`o` Generating units regulating voltage at a remote bus
`o` Generating units regulating voltage at a Park transformer high side bus
`o` Generating units regulating voltage at a Park transformer low side bus
`o` Generating units regulating voltage at a fixed power factor

**Step 1 – Reactive Power Capability**
This step investigates the reactive power range of the overall Generation Facility and seeks to determine
if the collector system design allows full reactive power capability. It also tries to determine what unit
and station transformer taps allow for the largest reactive power injection range of the generating units.

  - The POI may be modeled as a swing bus for this analysis. A fictitious machine may be placed at
the swing bus to consume the Project output and to allow for adjustment of transmission
system voltages.

  - Testing is performed to determine if the generating units would violate any voltage trip settings
given the full leading and lagging reactive power range of the generating units.

  - The reactive power output of the generating units is ramped to the maximum leading negative
MVAR and to the maximum lagging capability positive MVAR for various system voltages and
transformer tap settings.

  - If any bus voltage within the Project or collector system is outside of the specified range, the
generating unit reactive power output for the wind park should be recorded along with the first
bus that showed a voltage outside of the range. This information is used to determine which
transformer tap settings result in the greatest usable reactive power range of the generating
units as a way to pre-screen the testing required for Step 2.

**Step 2 – Collector System Voltage Range**
The goal of this testing is to develop a strategy to maintain sufficient margin to the generating unit trip
settings and if possible maintain a preferred Generation Facility terminal voltage range (typically 0.95 to
1.05pu) for any transmission system voltage (typically 0.9 pu to 1.1 pu).

  - Testing is performed at different plant output levels 0% to 100% output in 10% intervals with
equal loading across all individual generating units.

  - For each of the applicable control strategies described above, and optimum tap settings from
Step 1, a voltage profile is created and the minimum and maximum voltages within the facility is
recorded.

**Step 3 – VAR impact to the System and Voltage Schedule Margin**

  - The goal of this testing is to identify a strategy that will minimize the reactive power demand
from the system under normal conditions, but also provide VAR support under low voltage
conditions and consume MVAR under high voltage conditions.

  - To ensure there is proper margin with the scheduled voltage (as determined by ISO during the
study), +/-2% from scheduled voltage is evaluated.


-----

**Appendix E – Procedures for Material Modification Determinations**

This Appendix E provides implementation guidance in the application of the material modification
procedures contained in Schedules 22, 23 & 25 of the OATT.

Different thresholds for determining Material Modification of a Generating Facility or ETU depend on
the stage of the project:

1. After an Interconnection Request is received and before a Feasibility Study Agreement is
executed

2. After the Feasibility Study Agreement is executed and before the Feasibility Study is completed
3. After the Feasibility Study is completed and before a System Impact Study has commenced
4. After the System Impact Study has commenced and before the System Impact Study is
completed

5. After the System Impact Study, including evaluation of “as purchased data,” “as built/as tested
data” and changes to existing facilities (e.g., equipment upgrade, replacement of failed
equipment)

`o` “As purchased data” is required to be submitted no later than 180 Calendar Days prior
to the Initial Synchronization Date and shall be reviewed prior to the project being
allowed to be synchronized to the New England system

`o` “As built/as tested” is required to be submitted prior to the Commercial Operation Date
and shall be reviewed prior to the project being allowed to become Commercial

1 (a). After an Interconnection Request is received and before a Feasibility Study Agreement is executed
the following will be deemed material and require a new Interconnection Request

  - Any increase to the energy capability or capacity capability output of a Generating Facility or
ETU above that specified in an Interconnection

  - A change from Network Resource (NR) Interconnection Service to Capacity Network Resource
(CNR) Interconnection

  - An extension of three or more cumulative years in the Commercial Operation Date, In-Service
Date or Initial Synchronization Date of the Large Generating Facility or ETU unless provisions of
Section 4.4.5 of the Schedules 22 or 25 are satisfied

1 (b). After an Interconnection Request is received and before a Feasibility Study Agreement is executed
the following will not be deemed material

  - Extensions of less than three (3) cumulative years in the Commercial Operation Date, In-Service
Date or Initial Synchronization Date of the Large Generating Facility or ETU to which the
Interconnection Request relates provided that the extension(s) does not exceed seven (7) years
from the date the Interconnection Request was received by the System Operator

  - A decrease of up to 60 percent of electrical output (MW) of the proposed project

  - Modification of the technical parameters associated with the Large Generating Facility or ETU
technology

  - Modification of the Large Generating Facility or ETU step-up transformer impedance
characteristics

  - Modification of the interconnection configuration

  - Modification of the Point of Interconnection (POI) based on information from the Scoping
Meeting and identified within five (5) business days of the Scoping Meeting


-----

2 (a) Changes after the Feasibility Study Agreement is executed and before the Feasibility Study is
completed

  - Once the Feasibility Study has started, it will be completed without making any changes except
those based on study results that were not anticipated at the Scoping Meeting and are agreed
to by the System Operator and the Interconnecting Transmission Owner. Other changes will be
addressed in the System Impact Study.

2 (b). The following changes after the Feasibility Study Agreement is executed and before the Feasibility
Study is completed will be deemed material and require a new Interconnection Request

  - Any increase to the energy capability or capacity capability output of a Generating Facility or
ETU above that specified in an Interconnection

  - A change from NR Interconnection Service to CNR Interconnection

  - An extension of three or more cumulative years in the Commercial Operation Date, In-Service
Date or Initial Synchronization Date of the Large Generating Facility or ETU unless provisions of
Section 4.4.5 of the Schedules 22 or 25 are satisfied

  - Modification of the POI that is not based on unanticipated study results

2 (c). The following changes after the Feasibility Study Agreement is executed and before the Feasibility
Study is completed will not be deemed material and will not require a new Interconnection Request

  - Extensions of less than three (3) cumulative years in the Commercial Operation Date, In-Service
Date or Initial Synchronization Date of the Large Generating Facility or ETU to which the
Interconnection Request relates provided that the extension(s) does not exceed seven (7) years
from the date the Interconnection Request was received by the System Operator

  - A decrease of up to 60 percent of electrical output (MW) of the proposed project

  - Modification of the technical parameters associated with the Large Generating Facility or ETU
technology

  - Modification of the Large Generating Facility or ETU step-up transformer impedance
characteristics

  - Modification of the interconnection configuration

  - Modification of the POI based on study results that were not anticipated at the Scoping Meeting
and are agreed to by the System Operator and the Interconnecting Transmission Owner

  - Modification of settings of the project’s controls, such as wind farm voltage control scheme

3. Changes after the Feasibility Study is completed and before the System Impact Study has commenced

  - ISO-NE will notify the Interconnection Customer 65 days before the study begins and allow the
Interconnection Customer 60 days to refresh its data to the degree allowed under the same
materiality standards for changes prior to execution of the System Impact Study Agreement

  - Once the System Impact Study has started, it will be completed without making any changes
except those based on study results that were not anticipated and are agreed to by the System
Operator and the Interconnecting Transmission. Other changes will be addressed in the same
way as changes made after the System Impact Study is complete.

4 (a). During the System Impact Study the following will be deemed material and require a new
Interconnection Request

  - Any increase the energy capability or capacity capability output of a Generating Facility or ETU
above that specified in an Interconnection


-----

  - A decrease of the electrical output (MW) of the proposed project where the decrease would
result in the transfer of an upgrade obligation to a later queued project

  - A change from NR Interconnection Service to CNR Interconnection

  - An extension of three or more cumulative years in the Commercial Operation Date, In-Service
Date or Initial Synchronization Date of the Large Generating Facility or ETU unless provisions of
Section 4.4.5 of the Schedules 22 or 25 are satisfied

  - Modification of the POI and/or interconnection configuration that is not based on unanticipated
study results

4 (b). During the System Impact Study the following may be deemed material and will require review
after the System Impact Study is completed using the post System Impact Study criteria

  - A decrease of the electrical output (MW) of the proposed project where the decrease would not
result in the transfer of an upgrade obligation to a later queued project

  - Modification of the technical parameters associated with the Large Generating Facility or ETU
technology

  - Modification of the Large Generating Facility or ETU step-up transformer impedance
characteristics

4 (c). During the System Impact Study the following will not be deemed material and will not require a
new Interconnection Request

  - Extensions of less than three (3) cumulative years in the Commercial Operation Date, In-Service
Date or Initial Synchronization Date of the Large Generating Facility or ETU to which the
Interconnection Request relates provided that the extension(s) does not exceed seven (7) years
from the date the Interconnection Request was received by the System Operator

  - Modification of the POI and/or the interconnection configuration based on study results that
were not anticipated and are agreed to by the System Operator and the Interconnecting
Transmission Owner

5. Changes after the System Impact Study is completed

  - A proposed project that has a completed System Impact Study, or an existing generating facility
or ETU can request that a proposed change be evaluated to determine if the change is a
Material Modification. If this happens, the proposed change will be evaluated using technical
screening criteria. However, there may be proposed changes that have not been contemplated
and might require additional analysis beyond the normal screening criteria

  - The following will be deemed material and require a new Interconnection Request

`o` Where the change(s) would either require significant additional study of the same
Interconnection Request and could substantially change the interconnection design, or
have a material impact (i.e., an evaluation of the proposed modification cannot be
completed in less than ten (10) Business Days) on the cost or timing of any
Interconnection Studies or upgrades associated with an Interconnection Request with a
later queue priority date

5 (a). Screening Criteria for Changes in Dynamic Models or Voltage Control Schemes

  - The following will not be deemed material and require a new Interconnection Request

`o` There is no voltage or dynamic stability problem that may be adversely affected by the
change to the project that is found in any base cases for the most severe N-1 and N-1-1
contingencies


-----

`o` The new models provide similar or better dynamic voltage and stability performance
based on dynamic simulation of a few severe faults

5 (b). Screening Criteria for Short Circuit Impacts of Changes in Generation or ETU or Interconnection
Facility Impedances

  - The following will not be deemed material and require a new Interconnection

`o` The total impedance is greater than that of the previously submitted unit(s) and X/R
ratio is less than or equal to that of the previously submitted unit(s)

`o` A short circuit study at only the interconnecting bus confirms that short circuit duty is
less than or equal to that of the previously submitted unit(s)

